Restaurant_ID,Restaurant_Name,Restaurant_Number,Restaurant_Address,City,State,ZipCode
304,Beachwood Cafe,(323) 871-1717,2695 N Beachwood Dr,Los Angeles,CA,90068
305,Ray's and Stark Bar,(323) 857-6180,5905 Wilshire Blvd,Los Angeles,CA,90036
306,Joan's on Third,(323) 655-2285,8350 W 3rd St,Los Angeles,CA,90048
307,Paco's Tacos Cantina,(310) 645-8692,6212 W Manchester Ave,Los Angeles,CA,90045
308,Fat Sal's Deli,(310) 208-5070,972 Gayley Ave,Los Angeles,CA,90024
309,Golden Dragon Restaurant,(213) 626-2039,960 N Broadway,Los Angeles,CA,90012
310,Cafe Tropical,(323) 661-8391,2900 W Sunset Blvd,Los Angeles,CA,90026
311,Soot Bull Jeep,(213) 387-3865,3136 W 8th St,Los Angeles,CA,90005
312,Chinese Kitchen,(323) 260-7987,3441 Whittier Blvd,Los Angeles,CA,90023
313,Kuishimbo Japanese Restaurant,(213) 380-5049,3407 W 6th St,Los Angeles,CA,90020
314,Commissary,(213) 368-3030,3515 Wilshire Blvd,Los Angeles,CA,90010
315,Atch-Kotch Japanese Restaurant,(323) 467-5537,1253 Vine St,Los Angeles,CA,90038
316,Crazy Rock'n Sushi,(323) 882-8247,7100 Santa Monica Blvd Ste 158,Los Angeles,CA,90046
317,Stir Market,(323) 879-8283,7475 Beverly Blvd,Los Angeles,CA,90036
318,Blue Hen Restaurant,(323) 982-9900,1743 Colorado Blvd,Los Angeles,CA,90041
319,My Two Cents,(323) 938-1012,5583 W Pico Blvd,Los Angeles,CA,90019
320,The Counter,(323) 436-3844,7917 W Sunset Blvd,Los Angeles,CA,90046
321,Wokcano On 3rd,(310) 458-3080,8408 W 3rd St,Los Angeles,CA,90048
322,Sushi by H,(323) 782-0547,480 S San Vicente Blvd,Los Angeles,CA,90048
323,California Chicken Cafe,(310) 446-1933,2005 Westwood Blvd,Los Angeles,CA,90025
324,Sprazzo Cucina Italiana,(310) 479-3337,1389 Westwood Blvd,Los Angeles,CA,90024
325,Eggslut,(213) 625-0292,"317 S. Broadway, Stall D-1",Los Angeles,CA,90013
326,Super Panda China Buffet,(323) 257-7551,6300 York Blvd,Los Angeles,CA,90042
327,Master Burger,(323) 293-0890,3420 W Slauson Ave Ste A,Los Angeles,CA,90043
328,P.F. Chang's China Bistro,(310) 854-6467,121 N La Cienega Blvd # 117,Los Angeles,CA,90048
329,BADMAASH Downtown LA,(657) 385-7383,108 W 2nd St Apt 104,Los Angeles,CA,90012
330,Katsuya,(213) 747-9797,800 W Olympic Blvd Ste 220,Los Angeles,CA,90015
331,Kazoku Sushi,(323) 817-1002,5259 Hollywood Blvd,Los Angeles,CA,90027
332,Fabiolus Cucina,(323) 467-2882,6270 W Sunset Blvd,Los Angeles,CA,90028
333,Pizzeria Mozza,(323) 297-0101,641 N Highland Ave,Los Angeles,CA,90036
334,Cheebo,(323) 850-7070,7533 W Sunset Blvd,Los Angeles,CA,90046
335,John O'Groats Restaurant,(310) 204-0692,10516 W Pico Blvd,Los Angeles,CA,90064
336,Coral Tree Cafe,(310) 979-8733,11645 San Vicente Blvd,Los Angeles,CA,90049
337,Mr Ramen,(213) 626-4252,341 1/2 E 1st St,Los Angeles,CA,90012
338,Chinese House Haochi,(213) 385-9799,3280 W 6th St,Los Angeles,CA,90020
339,Toe Bang Cafe,(213) 387-4905,3465 W 6th St,Los Angeles,CA,90020
340,Guelaguetza Restaurant,(213) 427-0608,3014 W Olympic Blvd,Los Angeles,CA,90006
341,Patra's Charbroiled Burgers,(323) 225-9944,2319 N San Fernando Rd,Los Angeles,CA,90065
342,Pamore Pizza,(323) 766-8868,2190 W Washington Blvd,Los Angeles,CA,90018
343,Speranza,(323) 644-1918,2547 Hyperion Ave,Los Angeles,CA,90027
344,Chung Ki Wa,(323) 737-0809,3545 W Olympic Blvd,Los Angeles,CA,90019
345,Simply Thai Restaurant,(323) 665-6958,1850 Hillhurst Ave,Los Angeles,CA,90027
346,Paru's,(323) 661-7600,5140 W Sunset Blvd,Los Angeles,CA,90027
347,Sal's Vienna Cafe,(323) 651-3822,7356 Melrose Ave,Los Angeles,CA,90046
348,Robata JINYA - 3rd St.,(323) 653-8877,8050 W 3rd St,Los Angeles,CA,90048
349,Takami Sushi and Robata,(213) 236-9600,811 Wilshire Blvd,Los Angeles,CA,90017
350,Noshi Sushi,(323) 469-3458,4430 Beverly Blvd,Los Angeles,CA,90004
351,El 7 Mares,(323) 267-0106,2747 E Cesar E Chavez Ave,Los Angeles,CA,90033
352,The Lab Gastropub,(213) 743-1843,3500 S Figueroa St,Los Angeles,CA,90089
353,Kang Hodong Baekjeong,(213) 384-9678,3465 W 6th St Ste 20,Los Angeles,CA,90020
354,Hong Kong Express,(323) 777-0299,10311 Avalon Blvd,Los Angeles,CA,90003
355,Thai Boom,(310) 842-8291,10863 Venice Blvd,Los Angeles,CA,90034
356,Westin,(213) 624-1000,404 S Figueroa St,Los Angeles,CA,90071
357,Morton's The Steakhouse,(213) 553-4566,735 S Figueroa St Ste 207,Los Angeles,CA,90017
358,Fogo de Chão Brazilian Steakhouse,(213) 228-4300,800 S Figueroa St,Los Angeles,CA,90017
359,L'Antica Pizzeria Da Michele,(323) 366-2408,1534 N Mccadden Pl,Los Angeles,CA,90028
360,Mitsuru Sushi & Grill,(213) 626-4046,316 E 1st St,Los Angeles,CA,90012
361,Pez Cantina,(213) 258-2280,401 S Grand Ave,Los Angeles,CA,90071
362,Salt & Straw,(213) 988-7070,829 E 3rd St,Los Angeles,CA,90013
363,Le Grand Restaurant,(213) 432-7674,707 S Grand Ave,Los Angeles,CA,90017
364,Bavel,(213) 232-4966,500 Mateo St,Los Angeles,CA,90013
365,Sun Nong Dan,(213) 365-0303,3470 W 6th St Ste 7,Los Angeles,CA,90020
366,Shabu Hyang,(213) 384-5464,3807 Wilshire Blvd,Los Angeles,CA,90010
367,M Grill,(213) 389-2770,3832 Wilshire Blvd 2nd Fl,Los Angeles,CA,90010
368,Chi Dynasty,(323) 656-4800,1813 Hillhurst Ave,Los Angeles,CA,90027
369,China Lee,(323) 871-2838,5920 Santa Monica Blvd,Los Angeles,CA,90038
370,Coco's,(323) 256-0563,6040 York Blvd,Los Angeles,CA,90042
371,Eat This Cafe,(323) 999-2003,6547 Santa Monica Blvd,Los Angeles,CA,90038
372,California Chicken Cafe,(323) 935-5877,6805 Melrose Ave,Los Angeles,CA,90038
373,Tatsu Ramen,(323) 747-1388,7111 Melrose Ave,Los Angeles,CA,90046
374,Toasted and Roasted,(323) 900-0568,7311 Melrose Ave,Los Angeles,CA,90046
375,Simpang Asia,(310) 815-9075,10433 National Blvd,Los Angeles,CA,90034
376,Gyu-Kaku,(310) 234-8641,10925 W Pico Blvd,Los Angeles,CA,90064
377,The Original Rinaldi's Deli and Cafe,(424) 351-8799,6171 W Century Blvd,Los Angeles,CA,90045
378,Tatsu Ramen,(310) 684-2889,2123 Sawtelle Blvd,Los Angeles,CA,90025
379,TLT FOOD,(310) 443-4433,1116 Westwood Blvd,Los Angeles,CA,90024
380,Tomodachi Sushi,(310) 824-8805,10975 Weyburn Ave,Los Angeles,CA,90024
381,Dipnmix,(424) 317-0888,964 Gayley Ave,Los Angeles,CA,90024
382,Ichiban of Tokyo,(213) 629-3543,201 N Los Angeles St Ste 106,Los Angeles,CA,90012
383,Tenno Sushi,(213) 625-0602,209 S Central Ave,Los Angeles,CA,90012
384,Chow Mein Chinese Restaurant,(213) 625-2222,701 W Cesar E Chavez Ave,Los Angeles,CA,90012
385,Bronzed Aussie,(213) 243-0770,714 S Los Angeles St,Los Angeles,CA,90014
386,Little Sister,(213) 628-3146,523 W 7th St,Los Angeles,CA,90014
387,The Counter,(213) 228-7800,725 W 7th St,Los Angeles,CA,90017
388,Hop Louie,(213) 628-4244,950 Mei Ling Way,Los Angeles,CA,90012
389,Mandarin Chateau Restaurant,(213) 687-4107,970 N Broadway,Los Angeles,CA,90012
390,Chinese Friends Restaurant,(213) 626-1837,984 N Broadway,Los Angeles,CA,90012
391,Officine Brera,(213) 553-8006,1331 E 6th St,Los Angeles,CA,90021
392,Mitaki Japanese Restaurant,(213) 741-0034,1139 S Hill St,Los Angeles,CA,90015
393,Bernie's Teriyaki,(213) 250-8413,318 Glendale Blvd,Los Angeles,CA,90026
394,Aladin's Coffee Shop,(213) 747-4032,1150 S Hope St,Los Angeles,CA,90015
395,Ostrich Farm,(213) 537-0657,1525 W Sunset Blvd,Los Angeles,CA,90026
396,Rodeo Mexican Grill,(213) 483-8390,1721 W Olympic Blvd,Los Angeles,CA,90015
397,Seoul Garden Restaurant,(213) 386-8477,1833 W Olympic Blvd,Los Angeles,CA,90006
398,Two Boots Pizza,(213) 413-2668,1818 W Sunset Blvd,Los Angeles,CA,90026
399,Luck Thai Cuisine,(213) 389-2893,524 S Occidental Blvd,Los Angeles,CA,90057
400,The Hungry Pig,(213) 387-7787,2920 W Temple St,Los Angeles,CA,90026
401,Shibucho,(213) 387-8498,3114 Beverly Blvd,Los Angeles,CA,90057
402,O B Bear,(213) 480-4910,3002 W 7th St,Los Angeles,CA,90005
403,Moodaepo II,(213) 381-9990,3014 W 7th St,Los Angeles,CA,90005
404,Mariscos Quatro Vientos,(323) 266-4045,3000 E Olympic Blvd,Los Angeles,CA,90023
405,El Restaurant,(213) 389-2520,1250 S Catalina St,Los Angeles,CA,90006
406,Cho Man Won,(213) 249-9900,2881 W Olympic Blvd,Los Angeles,CA,90006
407,Yung Suk Kim Sanya Restaurant,(213) 383-1144,2897 W Olympic Blvd,Los Angeles,CA,90006
408,Nam Dae Moon Jip Restaurant,(213) 385-4249,3470 W 6th St,Los Angeles,CA,90020
409,Yangji Gamjatang,(213) 388-1105,3470 W 6th St,Los Angeles,CA,90020
410,EMC Seafood & Rawbar,(213) 351-9988,3500 W 6th St Ste 101,Los Angeles,CA,90020
411,Mornings Night,(323) 664-8811,1523 Griffith Park Blvd,Los Angeles,CA,90026
412,Lotus on Flower,(213) 478-0090,3742 S Flower St,Los Angeles,CA,90007
413,Bulan Thai Vegetarian Kitchen,(323) 913-1488,4114 Santa Monica Blvd,Los Angeles,CA,90029
414,O Banh Mi,(323) 665-1941,1997 Hyperion Ave,Los Angeles,CA,90027
415,Thank U Pho,(213) 380-3223,3522 W 8th St,Los Angeles,CA,90005
416,Kpl Group,(323) 737-9292,1040 S Western Ave,Los Angeles,CA,90006
417,SomiSomi,(213) 568-3284,621 S Western Ave,Los Angeles,CA,90005
418,Wat Dong Moon Lek Noodle,(323) 666-5993,4356 Fountain Ave,Los Angeles,CA,90029
419,El Sabor K-Tracho,(323) 233-2806,4181 S Figueroa St,Los Angeles,CA,90037
420,Tip's House,(213) 387-2671,3970 W 6th St,Los Angeles,CA,90020
421,T = Fish,(213) 380-3385,301 S Western Ave,Los Angeles,CA,90020
422,Chinatown Express,(213) 383-1559,252 S Western Ave,Los Angeles,CA,90004
423,Kabayo Cham Bada,(323) 645-7668,201 N Western Ave,Los Angeles,CA,90004
424,Hwang Hae Doe,(323) 468-3839,429 N Western Ave Ste 7,Los Angeles,CA,90004
425,Little Beijing,(323) 222-8878,3106 N Eastern Ave,Los Angeles,CA,90032
426,Yoshinoya,(323) 258-4142,3081 N San Fernando Rd,Los Angeles,CA,90065
427,Asava Thai,(323) 466-1122,970 N Western Ave,Los Angeles,CA,90029
428,Anarbagh,(323) 660-8800,4656 Franklin Ave,Los Angeles,CA,90027
429,Dave's Deli & Catering,(323) 265-3555,213 S Mednik Ave,Los Angeles,CA,90022
430,Barbeque King,(323) 750-1064,5309 S Vermont Ave,Los Angeles,CA,90037
431,Andy's Pizzeria And Mexican Food,(323) 537-2240,6700 S Central Ave,Los Angeles,CA,90001
432,Sun Hai Inn Restaurant,(323) 666-5637,3176 Los Feliz Blvd,Los Angeles,CA,90039
433,Salsitas Picante Restaurant,(323) 766-9145,3026 W Jefferson Blvd,Los Angeles,CA,90018
434,Sicha Siam Restaurant,(323) 344-8285,4403 Eagle Rock Blvd,Los Angeles,CA,90041
435,I Panini Di Ambra,(323) 463-1200,5633 Hollywood Blvd,Los Angeles,CA,90028
436,California Roll & Sushi,(323) 666-1266,2919 Los Feliz Blvd,Los Angeles,CA,90039
437,Tacos Ensenada,(323) 980-9737,5161 Pomona Blvd,Los Angeles,CA,90022
438,Atlantic Restaurant,(323) 981-0240,630 S Atlantic Blvd,Los Angeles,CA,90022
439,Chalios Mexican Restaurant,(323) 262-3456,760 S Atlantic Blvd,Los Angeles,CA,90022
440,Crenshaw Fish Market,(323) 734-6191,3407 Crenshaw Blvd,Los Angeles,CA,90016
441,La Brea Ramen Bar,(323) 549-9486,850 S La Brea Ave,Los Angeles,CA,90036
442,Smoke's Poutinerie,(323) 745-0267,1552 N Cahuenga Blvd,Los Angeles,CA,90028
443,Cafe Midi,(323) 939-9860,148 S La Brea Ave,Los Angeles,CA,90036
444,Abby's Diner,(323) 257-2229,4862 Eagle Rock Blvd,Los Angeles,CA,90041
445,Yuko Kitchen,(323) 933-4020,5484 Wilshire Blvd,Los Angeles,CA,90036
446,Mama Soul Food,(323) 934-6262,5068 W Pico Blvd,Los Angeles,CA,90019
447,Collins Fish Market,(323) 732-6155,4873 W Adams Blvd,Los Angeles,CA,90016
448,Next Door Lounge,(323) 465-5505,1154 N Highland Ave,Los Angeles,CA,90038
449,Jameson's Irish Pub,(323) 798-5360,6681 Hollywood Blvd,Los Angeles,CA,90028
450,Classic Thai Restaurant,(323) 478-0530,1708 Colorado Blvd,Los Angeles,CA,90041
451,Hong Kong Express,(323) 298-7480,3278 W Slauson Ave,Los Angeles,CA,90043
452,Hungry Harold's,(323) 299-1817,3453 W Slauson Ave,Los Angeles,CA,90043
453,Green Tea House Chinese Restaurant,(323) 874-6777,7226 W Sunset Blvd,Los Angeles,CA,90046
454,Tusquellas Fish & Oyster Bar,(323) 939-2078,6333 W 3rd St  Farmers Market   Stall 43,Los Angeles,CA,90036
455,Loteria Grill,(323) 930-2211,6333 W 3rd St,Los Angeles,CA,90036
456,Joom Bangkok Cafe,(323) 938-9650,"7825 Beverly Blvd, #2",Los Angeles,CA,90036
457,Prime Pizza,(323) 852-1188,446 N Fairfax Ave,Los Angeles,CA,90036
458,Sofi Greek Restaurant,(323) 651-0346,8030 3/4 W 3rd St,Los Angeles,CA,90048
459,Simplethings Sandwich-Pie Shop,(323) 592-3390,8310 W 3rd St,Los Angeles,CA,90048
460,Nick's Coffee Shop & Deli,(310) 652-3567,8536 W Pico Blvd,Los Angeles,CA,90035
461,The Bazaar by Jose Andres,(310) 246-5555,465 S La Cienega Blvd,Los Angeles,CA,90048
462,Little Kingston Jamaican Restaurant,(323) 295-5596,4716 W Slauson Ave,Los Angeles,CA,90056
463,Dolce Isola,(310) 776-7070,2869 S Robertson Blvd,Los Angeles,CA,90034
464,Sushiko,(310) 274-3474,9340 W Pico Blvd,Los Angeles,CA,90035
465,Melanee Thai,(310) 273-4066,9562 W Pico Blvd,Los Angeles,CA,90035
466,Super Pho & Teriyaki,(310) 204-2829,10953 Venice Blvd,Los Angeles,CA,90034
467,Carmines II,(310) 441-4706,10463 Santa Monica Blvd,Los Angeles,CA,90025
468,The Ramen Joint,(424) 227-9328,6220 W 87th St,Los Angeles,CA,90045
469,Fresh Corn Grill,(310) 470-0414,1510 Westwood Blvd,Los Angeles,CA,90024
470,Westwood Thai Cafe,(310) 477-7031,1375 Westwood Blvd,Los Angeles,CA,90024
471,Curry House Restaurant,(310) 479-8477,2130 Sawtelle Blvd Ste 200,Los Angeles,CA,90025
472,Ronnie's Diner,(310) 578-9399,12740 Culver Blvd Ste J,Los Angeles,CA,90066
473,Flores and The Ladies' Gunboat Society,(424) 273-6469,2024 Sawtelle Blvd,Los Angeles,CA,90025
474,Mori Sushi,(310) 479-3939,11500 W Pico Blvd,Los Angeles,CA,90064
475,Thai Talay,(310) 670-3055,8411 Lincoln Blvd,Los Angeles,CA,90045
476,Siam Chan Restaurant,(310) 444-4981,1611 Colby Ave,Los Angeles,CA,90025
477,Ekkamai Thai Restaurant,(310) 827-2777,13223 W Washington Blvd,Los Angeles,CA,90066
478,Le Saigon,(310) 312-2929,11611 Santa Monica Blvd,Los Angeles,CA,90025
479,Hamakaze,(310) 822-9900,13327 W Washington Blvd,Los Angeles,CA,90066
480,Sakura House,(310) 306-7010,13362 W Washington Blvd,Los Angeles,CA,90066
481,Corner Grill,(818) 273-9332,6585 Foothill Blvd  Tujunga,Los Angeles,CA,91042
482,Regent China Inn,(213) 680-3333,747 N Main St,Los Angeles,CA,90012
483,Rick's Fish and Seafood Market,(323) 937-4180,4750 W Washington Blvd,Los Angeles,CA,90016
484,"Cole's, Originators of the French Dip Sandwich",(213) 622-4090,118 E 6th St,Los Angeles,CA,90014
485,Los Angeles Airport Marriott,(310) 641-5700,5855 W Century Blvd,Los Angeles,CA,90045
486,Redbird,(213) 788-1191,114 E 2nd St,Los Angeles,CA,90012
487,Traxx Restaurant,(323) 470-7094,800 N Alameda St,Los Angeles,CA,90012
488,Little Jewel of New Orleans,(213) 620-0461,207 Ord St,Los Angeles,CA,90012
489,Hangari Kalguksu,(213) 388-2326,3470 W 6th St Ste 9,Los Angeles,CA,90020
490,Lemonade,(213) 821-3491,3601 Trousdale Pkwy,Los Angeles,CA,90089
491,Lemon Tree Kids & Family Restaurant,(213) 380-0038,621 S Western Ave Ste 111,Los Angeles,CA,90005
492,Il Capriccio on Vermont,(323) 662-5900,1757 N Vermont Ave,Los Angeles,CA,90027
493,The Palace,(323) 667-1595,2112 Hillhurst Ave,Los Angeles,CA,90027
494,Saint Felix,(323) 469-5001,1602 N Cahuenga Blvd,Los Angeles,CA,90028
495,LACMA Cafe,(323) 932-5895,5905 Wilshire Blvd,Los Angeles,CA,90036
496,Meshuga 4 Sushi,(310) 271-5050,8948 W Pico Blvd,Los Angeles,CA,90035
497,Kura Revolving Sushi Bar,(310) 597-4490,2130 Sawtelle Blvd Ste 111,Los Angeles,CA,90025
498,Tsujita LA Artisan Noodle,(310) 231-7373,2057 Sawtelle Blvd,Los Angeles,CA,90025
499,Koraku,(213) 687-4972,314 E 2nd St,Los Angeles,CA,90012
500,Simbal Restaurant,(213) 626-0244,319 E 2nd St,Los Angeles,CA,90012
501,Zencu Sushi & Grill,(213) 687-7780,319 E 2nd St Ste 206,Los Angeles,CA,90012
502,Mitsuru Cafe,(213) 613-1028,117 Japanese Village Plaza Mall,Los Angeles,CA,90012
503,Korean Kitchen Hibachi Barbeque,(213) 680-1039,135 Japanese Village Plaza Mall,Los Angeles,CA,90012
504,Orsa & Winston,(213) 687-0300,122 W 4th St,Los Angeles,CA,90013
505,The Bunker Hill Bar & Grill,(213) 688-2988,601 E 5th St,Los Angeles,CA,90013
506,McCormick & Schmick's,(213) 629-1929,633 W 5th St,Los Angeles,CA,90071
507,Drago Centro,(213) 228-8998,525 S Flower St Ste 120,Los Angeles,CA,90071
508,Octopus,(213) 402-1500,729 W 7th St,Los Angeles,CA,90017
509,800 Degrees Neapolitan Pizzeria,(213) 542-3790,800 Wilshire Blvd,Los Angeles,CA,90017
510,Tokyo Sakura & Noodles,(213) 613-1003,333 S Alameda St,Los Angeles,CA,90013
511,AhiPoki Bowl,(323) 848-4467,5553 W Sunset Blvd # 108,Los Angeles,CA,90028
512,Aladin's Coffee Shop,(213) 747-4032,1150 S Hope St,Los Angeles,CA,90015
513,Lucifers Pizza,(323) 906-8603,7123 Melrose Ave,Los Angeles,CA,90046
514,Tiago Cafe,(323) 466-5600,7080 Hollywood Blvd,Los Angeles,CA,90028
515,Blossom,(323) 953-8345,4019 W Sunset Blvd,Los Angeles,CA,90029
516,Smoke's Poutinerie,(323) 745-0267,1552 N Cahuenga Blvd,Los Angeles,CA,90028
517,El Camaron Pelado,(323) 505-7544,2676 Pasadena Ave,Los Angeles,CA,90031
518,Goldern Mongolian Restaurant,(213) 263-2141,3012 Wilshire Blvd,Los Angeles,CA,90010
519,Kope Poki,(323) 522-3182,1903 Hyperion Ave,Los Angeles,CA,90027
520,Sushi Ippo,(213) 381-0110,3800 Wilshire Blvd,Los Angeles,CA,90010
521,Chweh GA Neh Korean Barbeque,(213) 382-8988,3914 Wilshire Blvd,Los Angeles,CA,90010
522,Novacane Restaurant & Bar,(323) 476-7771,5812 S Santa Fe Ave,Los Angeles,CA,90058
523,Parus Indian Vegetarian Restaurant,(323) 661-7600,5140 W Sunset Blvd,Los Angeles,CA,90027
524,Tokyo Kalbi,(310) 312-3999,11664 Gateway Blvd,Los Angeles,CA,90064
525,Camilo's California Bistro,(323) 478-2644,2128 Colorado Blvd,Los Angeles,CA,90041
526,Market Place Restaurant,(213) 622-7285,1102 Lawrence St,Los Angeles,CA,90021
527,Ondal Restaurant,(323) 933-3228,4566 W Washington Blvd,Los Angeles,CA,90016
528,Tomato Pie,(323) 653-9993,7751 Melrose Ave,Los Angeles,CA,90046
529,CW & Chris Fish and Shrimp,(323) 750-9403,6512 S Western Ave,Los Angeles,CA,90047
530,1880 Cafe,(310) 553-1880,1880 Century Park E Ste 103,Los Angeles,CA,90067
531,Dong Il Jang Restaurant,(213) 383-5757,3455 W 8th St,Los Angeles,CA,90005
532,Llamarada,(323) 221-2259,2622 Pasadena Ave,Los Angeles,CA,90031
533,BOARDWALK 11 KARAOKE BAR & GRILL,(310) 837-5245,10433 National Blvd,Los Angeles,CA,90034
534,Mariscos El Jato,(323) 264-6590,2936 E 4th St,Los Angeles,CA,90033
535,Papi's Pizzeria,(213) 623-3588,109 E 8th St,Los Angeles,CA,90014
536,Mandarin Kitchen,(310) 441-9651,1822 Westwood Blvd,Los Angeles,CA,90025
537,Vivoli Cafe,(323) 656-5050,7994 W Sunset Blvd,Los Angeles,CA,90046
538,The Burgerian,(323) 848-4678,5820 Melrose Ave,Los Angeles,CA,90038
539,Villains Tavern,(213) 613-0766,1356 Palmetto St,Los Angeles,CA,90013
540,The Whisper Lounge Restaurant,(323) 931-0202,189 The Grove Dr,Los Angeles,CA,90036
541,Vien Cafe,(323) 651-2888,6118 W Pico Blvd,Los Angeles,CA,90035
542,North End Pizzeria,(310) 358-9400,8514 W 3rd St,Los Angeles,CA,90048
543,K & A Canton Restaurant,(310) 202-7209,9840 National Blvd,Los Angeles,CA,90034
544,Phorage,(310) 876-0910,3300 Overland Ave,Los Angeles,CA,90034
545,Chilli Thai,(310) 441-9443,10889 W Pico Blvd,Los Angeles,CA,90064
546,A La Carte Thai Bistro,(310) 390-9905,12404 W Washington Blvd,Los Angeles,CA,90066
547,Butcher's Dog,(310) 444-2929,11301 W Olympic Blvd,Los Angeles,CA,90064
548,Kimukatsu,(310) 477-1129,2121 Sawtelle Blvd,Los Angeles,CA,90025
549,Literati Cafe,(310) 231-7484,12081 Wilshire Blvd,Los Angeles,CA,90025
550,Honey Pig,(213) 380-0256,3400 W 8th St,Los Angeles,CA,90005
551,China Bowl Express,(323) 296-1658,4134 Crenshaw Blvd,Los Angeles,CA,90008
552,La Fonda,(213) 380-5055,2501 Wilshire Blvd,Los Angeles,CA,90057
553,Talay Thai Restaurant,(310) 477-3189,11314 Santa Monica Blvd,Los Angeles,CA,90025
554,Tray Dtla,(213) 628-3059,100 S Main St,Los Angeles,CA,90012
555,The Halal Guys,(213) 628-3072,510 W 7th St,Los Angeles,CA,90014
556,Boardner's,(323) 462-9621,1652 N Cherokee Ave,Los Angeles,CA,90028
557,Sushi A Go Go,(323) 930-7874,6333 W 3rd St,Los Angeles,CA,90036
558,Vegan Glory,(323) 653-4900,8393 Beverly Blvd,Los Angeles,CA,90048
559,Dave & Buster's Los Angeles - Westchester,(310) 846-9950,6081 Center Dr,Los Angeles,CA,90045
560,Wok Inn Restaurant,(213) 613-0738,201 N Los Angeles St Ste 102,Los Angeles,CA,90012
561,Ebisu Restaurants,(213) 613-1644,356 E 2nd St,Los Angeles,CA,90012
562,Lawry's Carvery,(213) 222-2212,1011 S Figueroa St,Los Angeles,CA,90015
563,Ok Chinese Restaurant,(323) 780-1961,2331 E 4th St,Los Angeles,CA,90033
564,Five Star Chinese Food,(323) 276-1269,2706 N Broadway,Los Angeles,CA,90031
565,Le Blanc Cafe,(323) 222-5705,2834 N Broadway,Los Angeles,CA,90031
566,A-Won Japanese Restaurant,(213) 389-6764,913 S Vermont Ave,Los Angeles,CA,90006
567,Lamill Coffee,(323) 663-4441,1636 Silver Lake Blvd,Los Angeles,CA,90026
568,Sake House,(213) 389-4000,3465 W 6th St,Los Angeles,CA,90020
569,Byul Gobchang,(213) 739-0321,3819 W 6th St,Los Angeles,CA,90020
570,Yoshinoya,(213) 384-1557,4202 Beverly Blvd,Los Angeles,CA,90004
571,King Buffet,(323) 468-9398,1375 N Western Ave,Los Angeles,CA,90027
572,El Pollon Peruvian Restaurant,(323) 265-1500,5100 E Beverly Blvd,Los Angeles,CA,90022
573,Ramen of York,(323) 999-7988,5051 York Blvd,Los Angeles,CA,90042
574,Doomies Home Cookin,(323) 469-4897,1253 Vine St,Los Angeles,CA,90038
575,Johnnie's New York Pizzeria,(323) 904-4880,5757 Wilshire Blvd Ste 102,Los Angeles,CA,90036
576,Hunan Taste,(323) 936-5621,6031 San Vicente Blvd,Los Angeles,CA,90036
577,Ebisu Sushi & Teriyaki,(323) 935-8826,6234 Wilshire Blvd,Los Angeles,CA,90048
578,Govinda's Natural Food Cafe,(310) 836-1269,3764 Watseka Ave,Los Angeles,CA,90034
579,Tom's Junior Burger,(323) 756-1097,245 E El Segundo Blvd,Los Angeles,CA,90061
580,Meizhou Dongpo,(310) 788-0120,10250 Santa Monica Boulevard,Los Angeles,CA,90067
581,Miyako Express,(310) 649-2778,5600 W Manchester Ave,Los Angeles,CA,90045
582,San Hing,(310) 398-1689,11136 Palms Blvd,Los Angeles,CA,90034
583,Daikokuya,(310) 575-4999,2208 Sawtelle Blvd,Los Angeles,CA,90064
584,Ramenya,(310) 575-9337,11555 W Olympic Blvd,Los Angeles,CA,90064
585,New Japan Take Out,(310) 477-0557,11283 Santa Monica Blvd,Los Angeles,CA,90025
586,Takao,(310) 207-8636,11656 San Vicente Blvd,Los Angeles,CA,90049
587,The Cafe,(310) 440-7300,1200 Getty Center Dr,Los Angeles,CA,90049
588,Saito's Sushi,(323) 663-8890,4339 W Sunset Blvd,Los Angeles,CA,90029
589,Cafe 50's,(310) 479-1955,11623 Santa Monica Blvd,Los Angeles,CA,90025
590,Marcelino's Cafe,(323) 221-5444,2119 N Broadway,Los Angeles,CA,90031
591,Ono Hawaiian BBQ,(213) 745-9888,3010 S Figueroa St,Los Angeles,CA,90007
592,Myung Dong Noodle House,(213) 251-1066,698 Irolo St,Los Angeles,CA,90005
593,China Bowl Express,(323) 563-8838,1601 E Imperial Hwy Ste 101,Los Angeles,CA,90059
594,China Gate,(323) 569-8781,11814 Wilmington Ave,Los Angeles,CA,90059
595,China Express,(323) 242-7501,12003 Avalon Blvd Ste 102,Los Angeles,CA,90061
596,Gladstones 4 Fish Restaurant,(310) 646-8056,300 World Way,Los Angeles,CA,90045
597,Buffalo Wild Wings,(310) 338-1340,6081 Center Dr,Los Angeles,CA,90045
598,Thai Taste,(323) 666-2464,2328 Fletcher Dr,Los Angeles,CA,90039
599,Manila Sunset,(323) 665-1010,1016 N Vermont Ave,Los Angeles,CA,90029
600,Master Burger,(323) 734-8021,4366 W Adams Blvd,Los Angeles,CA,90018
601,Hop Woo Barbeque Restaurant,(213) 617-3038,845 N Broadway,Los Angeles,CA,90012
602,Wolfgang Puck Bar & Grill,(213) 748-9700,800 W Olympic Blvd,Los Angeles,CA,90015
603,D's Original Take Out Grill,(323) 971-3663,7873 S Western Ave,Los Angeles,CA,90047
604,En Sushi,(310) 477-1551,11651 Santa Monica Blvd,Los Angeles,CA,90025
